Site_Name,Phase,Activity Name,Equipment,Activity ID,Team,Employee,Planned Start,Planned Completion,Status,Actual Start Date,Completed Date,Percentage Complete,Task Duration,Float,Complexity
200,07-REASSEMBLY,Insulation assembly time,140001245,140001245-17885,Mechanical,Shusam,3/1/2022,3/1/2022 13:00,Start time failed,,,,3,-5,1
200,07-REASSEMBLY,Scaffolding disassembly time,140001245,140001245-17886,Mechanical,Shusam,3/1/2022,3/2/2022 10:00,Start time failed,,,,9,-5,1
100,07-REASSEMBLY,Parts assembly,112-3001A,112-3001A-38284,Mechanical,KHTARE,2/24/2022,2/24/2022 15:00,Completed,2/21/2022 11:45,2/21/2022 11:45,100,4,190,1
100,07-REASSEMBLY,Pressure test preparations,112-3001A,112-3001A-38285,Mechanical,KHTARE,2/24/2022,2/25/2022 9:00,Completed,2/22/2022 19:51,2/22/2022 19:51,100,6,190,1
200,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,081-3501LDAR,081-3501LDAR-27633,Mechanical,Szeev,2/20/2022,2/24/2022 14:19,Completed,2/20/2022 14:19,3/2/2022 14:28,,24,0,1
200,05-INSPECTIONS,PID tests,081-3501LDAR,081-3501LDAR-27634,Inspections,Yemil,3/1/2022,3/3/2022 8:00,Completed,3/2/2022 14:28,3/2/2022 14:28,,24,0,1
100,03-DISASSEMBLY,Installing lights,093-1501,093-1501-11462,Electrical,Cyaron,2/28/2022,2/28/2022 10:00,Completed,2/27/2022 14:29,2/27/2022 14:29,,2,238,1
100,03-DISASSEMBLY,Installing an internal scaffold,093-1501,093-1501-11464,Mechanical,AROJE,3/1/2022,3/1/2022 11:00,Completed,3/2/2022 13:48,3/2/2022 13:48,,3,225,1
200,03-DISASSEMBLY,Component / valve / connector disassembly,111-4003LDAR,111-4003LDAR-28720,Mechanical,Szeev,2/8/2022,2/8/2022 14:00,Completed,2/20/2022 14:59,2/20/2022 14:59,,1,456.5,1
200,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,111-4003LDAR,111-4003LDAR-28721,Mechanical,Szeev,2/20/2022,2/20/2022 15:59,Completed,2/20/2022 14:59,3/5/2022 19:13,,1,0,1
200,04-CLEANING,Cleaning shell,113-5502,113-5502-17682,Mechanical,Trami,3/3/2022,3/4/2022 7:00,Start time failed,,,,4,72,1
200,04-CLEANING,welding brushing,113-5502,113-5502-17683,Mechanical,Trami,3/4/2022,3/4/2022 12:00,Start time failed,,,,5,72,1
200,01-PRE STO,External Scaffold Construction,093-3706,093-3706-13388,Mechanical,Ameir,1/23/2022,1/23/2022 16:00,Completed,2/14/2022 14:48,2/14/2022 14:48,,8,612.5,1
200,07-REASSEMBLY,Removal of lighting and electrical ancillary equipment,081-3103,081-3103-12202,Electrical,Cyaron,3/6/2022,3/6/2022 10:26,Completed,3/5/2022 12:03,3/5/2022 12:03,,3,79.6,1
200,02-SHUTDOWN,Removal of insulation,093-3103LDAR,093-3103LDAR-27848,Mechanical,Szeev,2/11/2022,2/11/2022 11:00,Completed,2/15/2022 14:03,2/15/2022 14:03,,1,1008.5,1
200,02-SHUTDOWN,Depressureing to flare,093-3103LDAR,093-3103LDAR-27849,Operations,Balex,2/11/2022,2/11/2022 12:00,Completed,2/10/2022 10:44,2/10/2022 10:44,,1,1008.5,1
200,02-SHUTDOWN,Removal of insulation,111-3604LDAR,111-3604LDAR-28562,Mechanical,Szeev,2/8/2022,2/8/2022 14:00,Completed,2/15/2022 14:04,2/15/2022 14:04,,2,1072.5,1
200,02-SHUTDOWN,Depressureing to flare,111-3604LDAR,111-3604LDAR-28563,Operations,Balex,2/8/2022,2/8/2022 16:00,Completed,2/10/2022 10:45,2/10/2022 10:45,,2,1072.5,1
100,03-DISASSEMBLY,Opening manways and internal accessories,093-1501,093-1501-11465,Mechanical,AROJE,2/24/2022,2/24/2022 14:00,Completed,2/22/2022 11:18,2/22/2022 11:18,100,6,206,1
200,08-TURNOVER,Scaffold deconstruction,093-4003LDAR,093-4003LDAR-28184,Mechanical,Palex,3/16/2022,3/16/2022 4:00,Not started,,,,0,92.5,1
200,01-PRE STO,Scaffold Construction,093-4004LDAR,093-4004LDAR-28186,Mechanical,Palex,2/8/2022,2/8/2022 12:00,Completed,2/15/2022 13:56,2/15/2022 13:56,,4,1044.5,1
100,02-SHUTDOWN,Depressureing to flare,28015-3-D1R04-N LDAR,28015-3-D1R04-N LDAR-38017,Operations,Glior,2/6/2022,2/6/2022 11:00,Completed,2/7/2022 14:58,2/7/2022 14:58,,2,1059,1
100,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,28015-3-D1R04-N LDAR,28015-3-D1R04-N LDAR-38019,Operations,Glior,2/7/2022,2/7/2022 16:58,Completed,2/18/2022 8:17,2/18/2022 8:17,,2,1031,1
200,05-INSPECTIONS,PID tests,161-5503RLDAR,161-5503RLDAR-29402,Inspections,Yemil,3/1/2022,3/1/2022 10:00,End time failed,3/2/2022 10:26,,50,2,147,1
200,08-TURNOVER,Pressure test for welded valves,161-5503RLDAR,161-5503RLDAR-29403,Operations,Eshlomi,3/15/2022,3/15/2022 10:00,Not started,,,,2,217,1
200,08-TURNOVER,Inerting (nitrogen),112-5501ALDAR,112-5501ALDAR-28912,Operations,Eshlomi,3/16/2022,3/16/2022 11:00,Not started,,,,9,189,1
200,08-TURNOVER,Leak test,112-5501ALDAR,112-5501ALDAR-28913,Operations,Eshlomi,3/16/2022,3/16/2022 20:00,Not started,,,,9,189,1
200,07-REASSEMBLY,"Instrumentation work: Assembling the instrumentation piping, checking instrumentation functionality",081-3103,081-3103-12203,Instrumentation,Bvitali,3/6/2022,3/6/2022 14:26,Completed,3/5/2022 12:03,3/5/2022 12:03,,4,79.6,1
200,05-INSPECTIONS,PID tests,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29572,Inspections,Yemil,3/2/2022,3/3/2022 8:00,Start time failed,,,,8,125,1
200,08-TURNOVER,Pressure test for welded valves,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29573,Operations,Balex,3/15/2022,3/15/2022 16:00,Not started,,,,8,193,1
200,03-DISASSEMBLY,Component / valve / connector disassembly,093-3704ALDAR,093-3704ALDAR-28006,Mechanical,Nsamoel,2/21/2022,2/22/2022 12:00,Completed,2/20/2022 14:29,3/3/2022 12:11,50,7,200,1
200,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,093-3704ALDAR,093-3704ALDAR-28007,Mechanical,Nsamoel,2/20/2022,2/21/2022 16:29,End time failed,2/20/2022 14:29,,50,7,0,1
100,07-REASSEMBLY,Pressure test,112-3001A,112-3001A-38286,Mechanical,KHTARE,2/25/2022,2/25/2022 13:00,Completed,2/22/2022 19:54,2/22/2022 19:54,100,4,190,1
100,07-REASSEMBLY,Pressure tests acceptance,112-3001A,112-3001A-38287,Inspections,Hmoshe,2/25/2022,2/27/2022 7:00,Completed,2/23/2022 8:27,2/27/2022 7:37,100,4,190,1
200,01-PRE STO,Scaffolding erection time,140001248,140001248-17888,Mechanical,Shusam,2/27/2022,2/27/2022 15:30,Completed,2/24/2022 17:27,2/24/2022 17:27,,9,0,1
200,03-DISASSEMBLY,Insulation removal time,140001248,140001248-17889,Mechanical,Shusam,2/27/2022,2/27/2022 17:30,Completed,2/24/2022 17:27,2/24/2022 17:27,,2,0,1
200,08-TURNOVER,Pressure test for welded valves,081-3501LDAR,081-3501LDAR-27635,Operations,Balex,3/15/2022,3/16/2022 8:00,Completed,3/2/2022 14:28,3/2/2022 14:28,,24,0,1
200,08-TURNOVER,Drying,081-3501LDAR,081-3501LDAR-27636,Operations,Balex,3/16/2022,3/17/2022 8:00,Not started,,,,24,129,1
100,04-CLEANING,Tank cleaning including instrumentation connections,093-1501,093-1501-11466,Mechanical,AROJE,2/24/2022,2/27/2022 16:00,Completed,2/22/2022 12:48,2/22/2022 12:49,100,24,206,1
200,05-INSPECTIONS,Visual test,113-5502,113-5502-17684,Inspections,Hmoshe,3/4/2022,3/4/2022 16:00,Start time failed,,,,4,72,1
200,05-INSPECTIONS,Non destruction test,113-5502,113-5502-17685,Inspections,Hmoshe,3/4/2022,3/6/2022 10:00,Start time failed,,,,4,72,1
200,01-PRE STO,Insulation disassembly,093-3706,093-3706-13389,Mechanical,Ameir,1/23/2022,1/24/2022 16:00,Completed,2/14/2022 14:48,2/14/2022 14:48,,12,612.5,1
200,02-SHUTDOWN,Stopping of feed to section,093-3706,093-3706-13391,Operations,Ahaim,2/6/2022,2/6/2022 16:00,Completed,2/6/2022 14:02,2/6/2022 14:02,,8,774.5,1
200,02-SHUTDOWN,Steaming,111-4003LDAR,111-4003LDAR-28718,Operations,Mmoshe,2/8/2022,2/8/2022 13:00,Completed,2/13/2022 8:55,2/13/2022 19:31,,0,456.5,1
200,02-SHUTDOWN,Steaming,111-4004LDAR,111-4004LDAR-28735,Operations,Mmoshe,2/9/2022,2/9/2022 9:00,Completed,2/13/2022 8:55,2/13/2022 19:31,,0,436.5,1
200,07-REASSEMBLY,Cleanliness check & operations approval for closing the vessel,081-3103,081-3103-12204,Operations,Balex,3/6/2022,3/6/2022 17:26,Completed,3/5/2022 12:04,3/5/2022 12:04,,3,189.6,1
200,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,093-3103LDAR,093-3103LDAR-27850,Operations,Balex,2/11/2022,2/11/2022 13:00,Completed,2/18/2022 7:56,2/18/2022 7:56,,1,0,1
200,02-SHUTDOWN,Steaming,093-3103LDAR,093-3103LDAR-27851,Operations,Balex,2/11/2022,2/11/2022 13:00,Completed,2/13/2022 9:01,2/15/2022 19:54,,0,420.5,1
200,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,111-3604LDAR,111-3604LDAR-28564,Operations,Balex,2/8/2022,2/8/2022 18:00,Completed,2/18/2022 7:56,2/18/2022 7:56,,2,0,1
200,02-SHUTDOWN,Steaming,111-3604LDAR,111-3604LDAR-28565,Operations,Balex,2/8/2022,2/8/2022 18:00,Completed,2/13/2022 9:02,2/15/2022 19:57,,0,448.5,1
100,04-CLEANING,Preparations for magnetic testing / brushing,093-1501,093-1501-11467,Mechanical,AROJE,3/3/2022,3/4/2022 13:00,Completed,2/27/2022 14:29,3/2/2022 13:48,,8,157,1
200,02-SHUTDOWN,Stopping of feed to the section,093-4004LDAR,093-4004LDAR-28187,Operations,Mmoshe,2/8/2022,2/8/2022 16:00,Completed,2/13/2022 12:59,2/13/2022 12:59,,4,1044.5,1
200,02-SHUTDOWN,Removal of insulation,093-4004LDAR,093-4004LDAR-28188,Operations,Mmoshe,2/1/2022,2/1/2022 20:00,Completed,1/20/2022 13:50,1/20/2022 14:10,,4,1044.5,1
100,02-SHUTDOWN,Gas check and work clearance,28015-3-D1R04-N LDAR,28015-3-D1R04-N LDAR-38020,Operations,Glior,2/7/2022,2/7/2022 17:58,Completed,2/18/2022 8:18,2/18/2022 8:18,,1,1031,1
100,03-DISASSEMBLY,Component / valve / connector disassembly,28015-3-D1R04-N LDAR,28015-3-D1R04-N LDAR-38022,Mechanical,INSPECTORLDAR1,2/28/2022,2/28/2022 9:00,Completed,2/28/2022 8:10,2/28/2022 8:10,,1,235,1
200,08-TURNOVER,Insulation assembly,112-5501ALDAR,112-5501ALDAR-28914,Mechanical,Palex,3/16/2022,3/16/2022 20:00,Not started,,,,0,80.5,1
200,08-TURNOVER,Scaffold deconstruction,112-5501ALDAR,112-5501ALDAR-28915,Mechanical,Palex,3/16/2022,3/16/2022 20:00,Not started,,,,0,80.5,1
200,08-TURNOVER,Drying,161-5503RLDAR,161-5503RLDAR-29404,Operations,Eshlomi,3/15/2022,3/15/2022 12:00,Not started,,,,2,217,1
200,08-TURNOVER,Inerting (nitrogen),161-5503RLDAR,161-5503RLDAR-29405,Operations,Eshlomi,3/15/2022,3/15/2022 14:00,Not started,,,,2,217,1
200,08-TURNOVER,Drying,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29574,Operations,Balex,3/15/2022,3/16/2022 0:00,Not started,,,,8,193,1
200,08-TURNOVER,Inerting (nitrogen),"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29575,Operations,Balex,3/16/2022,3/16/2022 8:00,Not started,,,,8,193,1
200,05-INSPECTIONS,PID tests,093-3704ALDAR,093-3704ALDAR-28008,Inspections,Yemil,3/1/2022,3/1/2022 16:00,End time failed,3/5/2022 8:06,,70,8,141,1
200,08-TURNOVER,Pressure test for welded valves,093-3704ALDAR,093-3704ALDAR-28009,Operations,Ahaim,3/15/2022,3/15/2022 16:00,Not started,,,,8,193,1
100,07-REASSEMBLY,removing spades / fig 8,112-3001A,112-3001A-38288,Mechanical,KHTARE,2/27/2022,2/28/2022 9:00,Completed,2/27/2022 8:14,2/27/2022 14:31,100,8,184,1
100,08-TURNOVER,Insulation assembly,112-3001A,112-3001A-38294,Mechanical,KHTARE,3/17/2022,3/17/2022 16:00,Not started,,,,8,54,1
200,08-TURNOVER,Inerting (nitrogen),081-3501LDAR,081-3501LDAR-27637,Operations,Balex,3/17/2022,3/18/2022 8:00,Not started,,,,24,129,1
200,08-TURNOVER,Leak test,081-3501LDAR,081-3501LDAR-27638,Operations,Balex,3/18/2022,3/19/2022 8:00,Not started,,,,24,129,1
200,07-REASSEMBLY,Uninstalling transformer / lights,113-5502,113-5502-17686,Electrical,Cyaron,3/6/2022,3/6/2022 12:00,Start time failed,,,,2,72,1
200,07-REASSEMBLY,Insertion of tube bundle,113-5502,113-5502-17687,Mechanical,Trami,3/6/2022,3/6/2022 17:00,Start time failed,,,,5,72,1
200,03-DISASSEMBLY,Treatment,140001248,140001248-17890,Mechanical,Shusam,2/24/2022,2/25/2022 7:00,Completed,2/24/2022 17:27,2/24/2022 17:27,,2,31,1
200,05-INSPECTIONS,PID test,140001248,140001248-17891,Inspections,Yemil,3/2/2022,3/2/2022 9:00,End time failed,3/5/2022 8:12,,50,1,-16,1
100,03-DISASSEMBLY,Component / valve / connector assembly&moment tightening,28015-3-D1R04-N LDAR,28015-3-D1R04-N LDAR-38023,Mechanical,INSPECTORLDAR1,2/28/2022,2/28/2022 12:00,Completed,2/28/2022 8:10,2/28/2022 8:10,,3,235,1
200,02-SHUTDOWN,Liquid emptying,093-3706,093-3706-13392,Operations,Ahaim,2/6/2022,2/6/2022 21:00,Completed,2/7/2022 11:42,2/7/2022 11:42,,5,774.5,1
200,02-SHUTDOWN,gas depressurise to flare,093-3706,093-3706-13393,Operations,Ahaim,2/6/2022,2/7/2022 2:00,Completed,2/7/2022 15:01,2/7/2022 15:01,,5,774.5,1
200,01-PRE STO,Scaffold Construction,111-4004LDAR,111-4004LDAR-28730,Mechanical,Palex,2/8/2022,2/8/2022 13:00,Completed,2/15/2022 8:04,2/15/2022 8:04,,5,1105.5,1
200,02-SHUTDOWN,Stopping of feed to the section,111-4004LDAR,111-4004LDAR-28731,Operations,Mmoshe,2/8/2022,2/8/2022 18:00,Completed,2/13/2022 13:00,2/13/2022 13:00,,5,1036.5,1
200,07-REASSEMBLY,Closing manholes / Drainage,081-3103,081-3103-12205,Mechanical,Ameir,3/6/2022,3/7/2022 8:26,End time failed,3/5/2022 12:04,,,3,79.6,1
200,07-REASSEMBLY,Blinds opening,081-3103,081-3103-12206,Mechanical,Ameir,3/7/2022,3/8/2022 7:26,Start time failed,,,,11,79.6,1
200,02-SHUTDOWN,Gas check and work clearance,093-3103LDAR,093-3103LDAR-27852,Operations,Balex,2/11/2022,2/11/2022 13:00,Completed,2/18/2022 7:56,2/18/2022 7:56,,0,0,1
200,03-DISASSEMBLY,Component / valve / connector disassembly,093-3103LDAR,093-3103LDAR-27853,Mechanical,Szeev,3/1/2022,3/1/2022 9:00,Completed,3/2/2022 14:46,3/2/2022 14:46,,1,146,1
200,02-SHUTDOWN,Gas check and work clearance,111-3604LDAR,111-3604LDAR-28566,Operations,Balex,2/8/2022,2/8/2022 18:00,Completed,2/18/2022 7:56,2/18/2022 7:56,,0,0,1
200,03-DISASSEMBLY,Component / valve / connector disassembly,111-3604LDAR,111-3604LDAR-28567,Mechanical,Szeev,2/28/2022,3/1/2022 6:43,End time failed,2/28/2022 16:43,,,2,0,1
100,05-INSPECTIONS,Visual examination,093-1501,093-1501-11468,Inspections,Drami,3/4/2022,3/4/2022 16:00,Completed,3/3/2022 9:24,3/3/2022 9:24,,3,157,1
100,05-INSPECTIONS,Non destructive testing,093-1501,093-1501-11469,Inspections,Drami,3/4/2022,3/6/2022 15:00,Completed,3/3/2022 9:24,3/3/2022 9:24,,9,157,1
100,05-INSPECTIONS,Visual test,112-1202,112-1202-11076,Inspections,Hmoshe,2/28/2022,2/28/2022 14:00,Completed,3/1/2022 7:21,3/1/2022 7:21,100,1,217.5,1
100,05-INSPECTIONS,Non destruction test,112-1202,112-1202-11077,Inspections,Hmoshe,3/2/2022,3/2/2022 15:00,Completed,3/1/2022 7:21,3/1/2022 15:34,100,1,209,1
200,02-SHUTDOWN,Steaming,112-5501ALDAR,112-5501ALDAR-28905,Operations,Eshlomi,2/9/2022,2/9/2022 5:00,Completed,2/17/2022 8:16,2/17/2022 8:16,,0,0,1
200,02-SHUTDOWN,Removal of insulation,161-3102BLDAR,161-3102BLDAR-29242,Mechanical,Szeev,2/11/2022,2/11/2022 17:00,Completed,2/15/2022 14:05,2/15/2022 14:05,,3,992.5,1
200,08-TURNOVER,Leak test,161-5503RLDAR,161-5503RLDAR-29406,Operations,Eshlomi,3/15/2022,3/15/2022 16:00,Not started,,,,2,217,1
200,08-TURNOVER,Insulation assembly,161-5503RLDAR,161-5503RLDAR-29407,Mechanical,Palex,3/15/2022,3/15/2022 16:00,Not started,,,,0,95,1
200,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,093-3706,093-3706-13394,Operations,Ahaim,2/7/2022,2/7/2022 14:00,Completed,2/10/2022 10:54,2/13/2022 8:45,,12,774.5,1
200,08-TURNOVER,Leak test,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29576,Operations,Balex,3/16/2022,3/16/2022 16:00,Not started,,,,8,193,1
200,08-TURNOVER,Insulation assembly,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29577,Mechanical,Szeev,3/16/2022,3/16/2022 16:00,Not started,,,,0,83,1
200,08-TURNOVER,Drying,093-3704ALDAR,093-3704ALDAR-28010,Operations,Ahaim,3/15/2022,3/16/2022 0:00,Not started,,,,8,193,1
200,08-TURNOVER,Inerting (nitrogen),093-3704ALDAR,093-3704ALDAR-28011,Operations,Ahaim,3/16/2022,3/16/2022 8:00,Not started,,,,8,193,1
100,08-TURNOVER,Scaffold deconstruction,112-3001A,112-3001A-38295,Mechanical,KHTARE,3/17/2022,3/17/2022 18:00,Not started,,,,2,54,1
100,01-PRE STO,Scaffold Construction,112-3001B,112-3001B-38342,Mechanical,KHTARE,1/16/2022,1/17/2022 12:00,Completed,1/17/2022 12:27,1/17/2022 12:29,100,16,577,1
200,08-TURNOVER,Insulation assembly,081-3501LDAR,081-3501LDAR-27639,Mechanical,Szeev,3/19/2022,3/19/2022 8:00,Not started,,,,0,58.5,1
200,08-TURNOVER,Scaffold deconstruction,081-3501LDAR,081-3501LDAR-27640,Mechanical,Szeev,3/19/2022,3/19/2022 8:00,Not started,,,,0,58.5,1
200,07-REASSEMBLY,Parts assembly,113-5502,113-5502-17688,Mechanical,Trami,3/6/2022,3/7/2022 9:00,Start time failed,,,,4,72,1
200,07-REASSEMBLY,Pressure test preparations,113-5502,113-5502-17689,Mechanical,Trami,3/7/2022,3/7/2022 13:00,Start time failed,,,,4,72,1
200,07-REASSEMBLY,Insulation assembly time,140001248,140001248-17892,Mechanical,Shusam,3/2/2022,3/2/2022 12:00,Start time failed,,,,3,-16,1
200,07-REASSEMBLY,Scaffolding disassembly time,140001248,140001248-17893,Mechanical,Shusam,3/2/2022,3/3/2022 9:00,Start time failed,,,,9,-16,1
100,08-TURNOVER,Leak test,28015-3-D1R04-N LDAR,28015-3-D1R04-N LDAR-38030,Operations,Glior,3/15/2022,3/15/2022 9:00,Not started,,,,1,197,1
100,02-SHUTDOWN,Stopping of feed to the section,28050-4-D1R04 LDAR,28050-4-D1R04 LDAR-38037,Operations,Glior,2/6/2022,2/6/2022 9:00,Completed,2/6/2022 13:59,2/6/2022 13:59,,1,1059,1
200,02-SHUTDOWN,Removal of insulation,111-4004LDAR,111-4004LDAR-28732,Operations,Mmoshe,2/8/2022,2/8/2022 23:00,Completed,1/20/2022 13:53,2/6/2022 14:06,,5,1036.5,1
200,02-SHUTDOWN,Depressureing to flare,111-4004LDAR,111-4004LDAR-28733,Operations,Mmoshe,2/8/2022,2/9/2022 4:00,Completed,2/7/2022 15:08,2/7/2022 15:08,,5,1036.5,1
200,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,093-3103LDAR,093-3103LDAR-27854,Mechanical,Szeev,3/1/2022,3/1/2022 10:00,Completed,3/2/2022 14:46,3/2/2022 14:46,,1,0,1
200,05-INSPECTIONS,PID tests,093-3103LDAR,093-3103LDAR-27855,Inspections,Yemil,3/1/2022,3/1/2022 11:00,Completed,3/2/2022 14:46,3/2/2022 14:46,,1,0,1
200,08-TURNOVER,Nitrogen purging,081-3103,081-3103-12209,Operations,Balex,3/15/2022,3/16/2022 5:00,Not started,,,,12,186,1
200,08-TURNOVER,Final leak test,081-3103,081-3103-12210,Operations,Balex,3/16/2022,3/16/2022 15:00,Not started,,,,10,186,1
200,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,111-3604LDAR,111-3604LDAR-28568,Mechanical,Szeev,2/28/2022,3/1/2022 8:43,End time failed,2/28/2022 16:43,,,2,0,1
200,05-INSPECTIONS,PID tests,111-3604LDAR,111-3604LDAR-28569,Inspections,Yemil,3/1/2022,3/1/2022 10:43,Start time failed,,,,2,146.3,1
200,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,XV-5501LDAR,XV-5501LDAR-39271,Mechanical,Palex,3/7/2022,3/14/2022 10:00,Completed,3/2/2022 15:26,3/2/2022 15:26,,65,0,1
200,05-INSPECTIONS,PID tests,XV-5501LDAR,XV-5501LDAR-39273,Inspections,Yemil,3/14/2022,3/14/2022 18:00,Not started,,,,8,11,1
200,02-SHUTDOWN,Depressureing to flare,161-3102BLDAR,161-3102BLDAR-29243,Operations,Balex,2/11/2022,2/11/2022 20:00,Completed,2/10/2022 10:46,2/10/2022 10:46,,3,992.5,1
200,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,161-3102BLDAR,161-3102BLDAR-29244,Operations,Balex,2/11/2022,2/11/2022 23:00,Completed,2/16/2022 21:50,2/16/2022 21:50,,3,992.5,1
200,08-TURNOVER,Scaffold deconstruction,161-5503RLDAR,161-5503RLDAR-29408,Mechanical,Palex,3/15/2022,3/15/2022 16:00,Not started,,,,0,95,1
200,02-SHUTDOWN,Steaming,161-5503RLDAR,161-5503RLDAR-29398,Operations,Eshlomi,2/7/2022,2/7/2022 18:00,Completed,2/17/2022 8:15,2/17/2022 8:15,,0,0,1
200,02-SHUTDOWN,Check of gas freeing efficiency,093-3706,093-3706-13397,Operations,Ahaim,2/7/2022,2/10/2022 6:00,Completed,2/13/2022 8:53,2/18/2022 8:00,,64,0,1
200,03-DISASSEMBLY,installing spades / fig 8 & openinig manways,093-3706,093-3706-13398,Mechanical,Ameir,2/22/2022,2/23/2022 11:00,Completed,2/21/2022 8:51,2/21/2022 8:51,,6,287.5,1
100,07-REASSEMBLY,Uninstalling transformer / lights,112-1202,112-1202-11078,Electrical,Cyaron,2/28/2022,2/28/2022 17:00,Completed,2/28/2022 18:30,2/28/2022 18:30,,2,217.5,1
100,07-REASSEMBLY,Insertion of tube bundle,112-1202,112-1202-11079,Mechanical,KHTARE,2/28/2022,3/1/2022 7:00,Completed,2/28/2022 18:32,2/28/2022 18:32,,2,217.5,1
200,08-TURNOVER,Leak test,093-3704ALDAR,093-3704ALDAR-28012,Operations,Ahaim,3/16/2022,3/16/2022 16:00,Not started,,,,8,193,1
200,08-TURNOVER,Insulation assembly,093-3704ALDAR,093-3704ALDAR-28013,Mechanical,Nsamoel,3/16/2022,3/16/2022 16:00,Not started,,,,0,83,1
200,08-TURNOVER,Scaffold deconstruction,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29578,Mechanical,Szeev,3/16/2022,3/16/2022 16:00,Not started,,,,0,83,1
200,01-PRE STO,Scaffold Construction,"31005-24""-D1R04LDAR",31005-24&quot;-D1R04LDAR-29563,Mechanical,Szeev,2/13/2022,2/13/2022 16:00,Completed,2/15/2022 13:59,2/15/2022 13:59,,8,880.5,1
100,03-DISASSEMBLY,Insulation removal,112-3001B,112-3001B-38353,Mechanical,KHTARE,2/10/2022,2/13/2022 10:00,Completed,2/11/2022 15:07,2/11/2022 15:07,,24,216,1
100,03-DISASSEMBLY,installing spades / fig 8,112-3001B,112-3001B-38354,Mechanical,KHTARE,2/13/2022,2/13/2022 18:00,Completed,2/11/2022 16:44,2/14/2022 11:27,100,8,216,1
200,01-PRE STO,Scaffold Construction,081-3801LDAR,081-3801LDAR-27642,Mechanical,Nsamoel,2/11/2022,2/11/2022 13:00,Completed,2/15/2022 13:55,2/15/2022 13:55,,5,527.5,1
200,02-SHUTDOWN,Stopping of feed to the section,081-3801LDAR,081-3801LDAR-27643,Operations,Ahaim,2/11/2022,2/11/2022 18:00,Completed,2/10/2022 11:39,2/10/2022 11:39,,5,527.5,1
200,07-REASSEMBLY,Pressure test,113-5502,113-5502-17690,Mechanical,Trami,3/7/2022,3/8/2022 7:00,Start time failed,,,,6,72,1
200,07-REASSEMBLY,Pressure tests acceptance,113-5502,113-5502-17691,Inspections,Hmoshe,3/8/2022,3/8/2022 11:00,Not started,,,,4,72,1
200,03-DISASSEMBLY,Ventilation / preparations for passing the vessel over,093-3706,093-3706-13399,Operations,Ahaim,2/23/2022,2/23/2022 23:00,Completed,2/23/2022 21:26,2/23/2022 21:26,,12,329,1
100,02-SHUTDOWN,Depressureing to flare,28050-4-D1R04 LDAR,28050-4-D1R04 LDAR-38039,Operations,Glior,2/6/2022,2/6/2022 11:00,Completed,2/7/2022 15:00,2/7/2022 15:00,,2,1059,1
100,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,28050-4-D1R04 LDAR,28050-4-D1R04 LDAR-38041,Operations,Glior,2/7/2022,2/7/2022 17:00,Completed,2/18/2022 8:17,2/18/2022 8:17,,2,1031,1
200,01-PRE STO,Scaffolding erection time,140001258,140001258-17895,Mechanical,Shusam,3/1/2022,3/1/2022 12:00,Completed,2/28/2022 17:35,2/28/2022 17:35,,4,0,1
200,03-DISASSEMBLY,Insulation removal time,140001258,140001258-17896,Mechanical,Shusam,3/1/2022,3/1/2022 14:00,Completed,2/28/2022 17:35,2/28/2022 17:35,,2,0,1
200,08-TURNOVER,Pressure test for welded valves,093-3103LDAR,093-3103LDAR-27856,Operations,Balex,3/15/2022,3/15/2022 9:00,Completed,3/2/2022 14:46,3/2/2022 14:46,,1,0,1
200,08-TURNOVER,Drying,093-3103LDAR,093-3103LDAR-27857,Operations,Balex,3/15/2022,3/15/2022 10:00,Not started,,,,1,221,1
200,08-TURNOVER,Assembly of new insulation,081-3103,081-3103-12211,Mechanical,Ameir,3/16/2022,3/17/2022 9:00,Not started,,,,6,76,1
200,08-TURNOVER,External Scaffold deconstruction,081-3103,081-3103-12212,Mechanical,Ameir,3/17/2022,3/17/2022 11:00,Not started,,,,2,76,1
200,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,111-4004LDAR,111-4004LDAR-28734,Operations,Mmoshe,2/9/2022,2/9/2022 9:00,Completed,2/10/2022 11:51,2/10/2022 11:51,,5,1036.5,1
